order_id,customer_id,ship_mode,vendor_id,order_status,order_purchase_date,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
CA-2014-101833,,Second Class,VEN05,delivered,13-02-2018 17:00,13-02-2018,2-15-18 3:13 PM,3-1-18 10:18 PM,2018-03-06
CA-2014-102295,EH-13990,Second Class,VEN02,delivered,23-10-2017 20:15,23-10-2017,10-24-17 6:59 PM,10-27-17 11:56 PM,2017-11-13
CA-2014-102869,LC-17140,Second Class,VEN04,delivered,10-10-2017 14:03,10-10-2017,10-10-17 8:52 PM,10-13-17 9:52 PM,2017-10-27
CA-2014-102988,GM-14695,Second Class,VEN05,delivered,18-07-2017 15:49,18-07-2017,7-20-17 1:13 PM,8-3-17 8:03 PM,2017-08-11
CA-2014-103086,EB-14170,Second Class,VEN05,delivered,14-09-2017 14:28,14-09-2017,9-15-17 8:17 PM,9-20-17 8:32 PM,2017-10-04
CA-2014-103527,CC-12220,Second Class,VEN01,delivered,23-11-2017 18:41,23-11-2017,11-25-17 3:12 PM,12-9-17 6:09 PM,2017-12-18
CA-2014-103527,CC-12220,Second Class,VEN01,delivered,23-11-2017 18:41,23-11-2017,11-25-17 3:12 PM,12-9-17 6:09 PM,2017-12-18
CA-2014-103527,CC-12220,Second Class,VEN01,delivered,23-11-2017 18:41,23-11-2017,11-25-17 3:12 PM,12-9-17 6:09 PM,2017-12-18
CA-2014-104269,DB-13060,Second Class,VEN03,delivered,20-04-2017 21:42,20-04-2017,4-24-17 12:53 PM,5-9-17 10:41 AM,2017-05-17
CA-2014-104738,SP-20620,Second Class,VEN03,delivered,26-11-2017 21:56,26-11-2017,11-29-17 12:32 PM,12-29-17 8:38 PM,2017-12-19
CA-2014-104808,MH-17440,Second Class,VEN05,delivered,22-11-2017 10:58,22-11-2017,11-23-17 5:56 PM,12-8-17 10:43 PM,2017-12-18
CA-2014-104829,JG-15805,Second Class,VEN03,delivered,17-10-2017 17:02,17-10-2017,10-18-17 7:44 PM,10-23-17 8:54 PM,2017-11-06
CA-2014-106229,NR-18550,Second Class,VEN02,delivered,01-09-2017 16:11,01-09-2017,9-15-17 6:02 PM,10-2-17 5:23 PM,2017-09-26
CA-2014-107706,ST-20530,Second Class,VEN04,delivered,20-10-2017 20:55,21-10-2017,10-23-17 11:33 PM,10-31-17 10:12 PM,2017-11-09
CA-2014-108182,DL-13315,Second Class,VEN05,delivered,09-10-2017 19:29,09-10-2017,10-11-17 1:43 PM,10-24-17 5:59 PM,2017-10-31
CA-2014-108609,AJ-10780,Second Class,VEN02,delivered,10-12-2017 14:05,10-12-2017,12-11-17 7:58 PM,12-22-17 4:07 PM,2018-01-12
CA-2014-109218,AR-10825,Second Class,VEN04,delivered,15-02-2018 05:10,15-02-2018,2-16-18 8:41 PM,2-20-18 10:45 PM,2018-03-07
CA-2014-109232,ND-18370,Second Class,VEN03,delivered,12-11-2017 17:50,12-11-2017,11-21-17 4:46 PM,11-30-17 11:44 PM,2017-12-08
CA-2014-109904,BF-10975,Second Class,VEN04,delivered,28-09-2017 20:51,28-09-2017,10-3-17 9:51 AM,10-11-17 7:37 PM,2017-10-27
CA-2014-109918,LR-17035,Second Class,VEN03,delivered,12-01-2018 09:29,12-01-2018,1-15-18 8:56 PM,1-23-18 2:37 PM,2018-02-07
CA-2014-110030,LF-17185,Second Class,VEN02,delivered,27-07-2017 23:29,27-07-2017,7-31-17 5:27 PM,8-7-17 8:32 PM,2017-08-22
CA-2014-110408,AS-10225,Second Class,VEN05,delivered,08-06-2017 10:49,10-06-2017,6-12-17 9:00 AM,6-23-17 12:11 PM,2017-07-07
CA-2014-110422,TB-21400,Second Class,VEN01,delivered,10-03-2017 11:45,10-03-2017,3-10-17 1:44 PM,3-15-17 4:15 PM,2017-03-29
CA-2014-111059,TB-21400,Second Class,VEN05,delivered,18-04-2018 22:47,18-04-2018,4-19-18 6:28 PM,4-24-18 1:08 AM,2018-05-07
CA-2014-111857,NM-18445,Second Class,VEN05,delivered,23-04-2017 01:17,23-04-2017,4-25-17 7:17 AM,5-19-17 8:35 AM,2017-05-19
CA-2014-111871,EK-13795,Second Class,VEN05,delivered,14-08-2017 19:45,16-08-2017,8-18-17 3:34 PM,9-5-17 12:55 PM,2017-09-05
CA-2014-113257,SC-20305,Second Class,VEN03,delivered,03-12-2017 14:41,03-12-2017,12-5-17 12:48 AM,12-12-17 1:49 AM,2018-01-09
CA-2014-113320,LH-17155,Second Class,VEN04,delivered,13-04-2018 18:37,13-04-2018,4-16-18 3:16 PM,4-17-18 11:52 PM,2018-05-16
CA-2014-113579,KD-16345,Second Class,VEN03,delivered,04-08-2018 10:42,04-08-2018,8-6-18 3:17 PM,8-10-18 8:59 PM,2018-08-16
CA-2014-114181,AF-10885,Second Class,VEN03,canceled,03-12-2017 11:32,,,,
CA-2014-114790,FM-14215,Second Class,VEN04,delivered,31-05-2018 10:16,31-05-2018,6-12-18 2:23 PM,6-13-18 6:22 PM,2018-07-11
CA-2014-115259,RC-19960,Second Class,VEN01,delivered,06-08-2018 09:55,06-08-2018,8-17-18 2:48 PM,8-20-18 2:04 PM,2018-08-20
CA-2014-115357,RF-19735,Second Class,VEN04,delivered,04-02-2018 10:06,04-02-2018,2-6-18 10:38 PM,2-8-18 7:17 PM,2018-03-05
CA-2014-115791,DL-13315,Second Class,VEN03,delivered,06-06-2018 15:15,06-06-2018,6-8-18 1:45 PM,6-11-18 5:41 PM,2018-07-03
CA-2014-116246,LW-17215,Second Class,VEN03,delivered,14-03-2017 14:29,14-03-2017,3-16-17 4:57 PM,3-24-17 8:37 AM,2017-04-06
CA-2014-116673,JO-15280,Second Class,VEN02,delivered,10-01-2018 17:48,11-01-2018,1-12-18 9:41 PM,1-17-18 6:02 PM,2018-01-31
CA-2014-117464,NP-18325,Second Class,VEN04,delivered,07-02-2017 14:26,07-02-2017,2-8-17 5:37 PM,2-13-17 1:03 PM,2017-03-06
CA-2014-119151,MP-18175,Second Class,VEN02,delivered,01-12-2017 11:01,01-12-2017,12-4-17 4:08 PM,12-11-17 6:09 PM,2017-12-29
CA-2014-119529,DM-13345,Second Class,VEN01,delivered,23-11-2017 21:18,23-11-2017,11-28-17 12:52 PM,12-6-17 4:09 PM,2017-12-21
CA-2014-119977,DN-13690,Second Class,VEN04,delivered,21-10-2017 16:31,21-10-2017,10-24-17 7:59 PM,11-2-17 5:16 PM,2017-11-10
CA-2014-120243,AT-10435,Second Class,VEN04,delivered,07-08-2018 16:05,07-08-2018,8-8-18 2:59 PM,8-20-18 7:25 PM,2018-08-27
CA-2014-120432,DW-13585,Second Class,VEN01,delivered,04-04-2018 10:05,05-04-2018,4-6-18 12:22 AM,4-12-18 1:21 AM,2018-05-03
CA-2014-120768,IM-15070,Second Class,VEN02,delivered,01-06-2018 16:22,01-06-2018,6-4-18 1:54 PM,6-5-18 6:32 PM,2018-06-26
CA-2014-120838,PO-18865,Second Class,VEN03,delivered,17-04-2018 16:11,18-04-2018,4-20-18 2:20 PM,4-25-18 10:09 PM,2018-05-11
CA-2014-121167,MO-17500,Second Class,VEN02,delivered,17-02-2018 10:33,17-02-2018,2-20-18 12:09 AM,3-12-18 12:53 PM,2018-03-22
CA-2014-121286,ON-18715,Second Class,VEN04,delivered,06-01-2018 23:28,06-01-2018,1-10-18 5:00 PM,1-11-18 6:28 PM,2018-01-26
CA-2014-122070,AH-10030,Second Class,VEN03,delivered,26-07-2017 16:02,26-07-2017,7-28-17 1:27 PM,8-4-17 8:25 PM,2017-08-15
CA-2014-122336,JD-15895,Second Class,VEN05,delivered,17-09-2017 22:44,17-09-2017,9-19-17 10:07 PM,9-26-17 6:33 PM,2017-10-17
CA-2014-122588,AR-10540,Second Class,VEN03,delivered,03-05-2018 09:23,04-05-2018,5-4-18 3:47 PM,5-16-18 9:06 PM,2018-05-28
CA-2014-123253,DE-13255,Second Class,VEN04,delivered,28-11-2017 15:13,28-11-2017,11-29-17 1:51 PM,12-11-17 5:33 PM,2017-12-21
CA-2014-123477,DW-13195,Second Class,VEN02,delivered,02-07-2018 21:47,02-07-2018,7-4-18 1:50 PM,7-10-18 8:32 PM,2018-07-20
CA-2014-123925,RF-19840,Second Class,VEN01,delivered,26-07-2018 18:54,26-07-2018,7-27-18 1:52 PM,8-1-18 6:15 PM,2018-08-13
CA-2014-124394,TB-21520,Second Class,VEN04,delivered,10-02-2018 16:31,10-02-2018,2-21-18 6:47 PM,2-26-18 6:04 PM,2018-03-15
CA-2014-124618,CS-11860,Second Class,VEN05,delivered,17-05-2018 16:42,18-05-2018,5-21-18 3:10 PM,6-9-18 5:36 PM,2018-06-19
CA-2014-124709,GW-14605,Second Class,VEN04,delivered,25-03-2017 09:45,25-03-2017,3-27-17 1:45 PM,4-3-17 3:43 PM,2017-04-27
CA-2014-124807,ME-17725,Second Class,VEN01,delivered,15-03-2018 08:30,16-03-2018,3-16-18 7:54 PM,3-22-18 9:36 PM,2018-04-05
CA-2014-124856,LD-17005,Second Class,VEN05,delivered,18-07-2018 15:44,18-07-2018,7-19-18 2:15 PM,7-25-18 5:19 PM,2018-08-08
CA-2014-125556,ML-17410,Second Class,VEN03,delivered,20-03-2018 22:36,20-03-2018,3-23-18 9:52 PM,3-29-18 8:28 PM,2018-04-16
CA-2014-126277,LH-16900,Second Class,VEN04,delivered,05-05-2017 11:56,05-05-2017,5-5-17 4:02 PM,5-15-17 7:09 PM,2017-05-30
CA-2014-126361,VD-21670,Second Class,VEN02,delivered,05-07-2018 15:59,05-07-2018,7-10-18 3:42 PM,7-13-18 12:38 AM,2018-07-24
CA-2014-126403,RR-19525,Second Class,VEN02,delivered,03-03-2017 18:23,04-03-2017,3-6-17 8:43 AM,3-14-17 10:19 AM,2017-03-24
CA-2014-126522,LT-16765,Second Class,VEN05,delivered,09-02-2018 17:37,15-02-2018,2-15-18 7:28 PM,2-26-18 3:18 PM,2018-03-08
CA-2014-126683,PP-18955,Second Class,VEN04,delivered,08-03-2018 20:11,08-03-2018,3-12-18 9:18 PM,4-16-18 9:16 PM,2018-03-26
CA-2014-127166,KH-16360,Second Class,VEN02,delivered,04-05-2018 00:12,05-05-2018,5-7-18 1:37 PM,5-16-18 5:19 PM,2018-06-12
CA-2014-127488,MS-17365,Second Class,VEN03,delivered,09-03-2018 02:40,09-03-2018,3-10-18 5:21 PM,3-19-18 3:42 PM,2018-03-27
CA-2014-127859,QJ-19255,Second Class,VEN01,delivered,01-08-2017 12:56,03-08-2017,8-3-17 1:13 PM,8-11-17 6:33 PM,2017-08-29
CA-2014-128062,AD-10180,Second Class,VEN04,delivered,03-01-2018 18:28,03-01-2018,1-11-18 9:07 PM,1-12-18 9:03 PM,2018-01-19
CA-2014-128622,SC-20260,Second Class,VEN03,delivered,11-04-2018 20:48,11-04-2018,4-14-18 12:48 AM,4-18-18 9:50 PM,2018-05-04
CA-2014-128986,GH-14410,Second Class,VEN01,delivered,26-06-2018 11:31,26-06-2018,6-27-18 7:56 AM,7-3-18 7:41 AM,2018-07-23
CA-2014-129819,KC-16675,Second Class,VEN04,delivered,07-01-2018 22:41,07-01-2018,1-8-18 6:22 PM,1-19-18 4:52 PM,2018-02-14
CA-2014-129938,EB-13705,Second Class,VEN02,delivered,30-03-2017 22:28,30-03-2017,3-31-17 1:19 PM,4-10-17 2:58 PM,2017-04-24
CA-2014-130673,MC-17590,Second Class,VEN05,delivered,04-04-2017 14:49,04-04-2017,4-5-17 2:13 PM,4-17-17 1:58 PM,2017-05-02
CA-2014-130813,LS-17230,Second Class,VEN03,delivered,26-12-2017 10:21,27-12-2017,12-27-17 7:49 PM,12-28-17 3:09 PM,2018-01-15
CA-2014-130918,JP-15520,Second Class,VEN04,delivered,09-03-2017 12:54,09-03-2017,3-13-17 9:34 AM,3-16-17 12:44 PM,2017-04-06
CA-2014-131002,TB-21400,Second Class,VEN01,delivered,12-04-2018 10:56,13-04-2018,4-16-18 8:08 PM,4-24-18 7:02 PM,2018-05-14
CA-2014-131926,DW-13480,Second Class,VEN05,delivered,06-01-2018 09:45,09-01-2018,1-10-18 6:09 PM,1-13-18 2:22 AM,2018-01-31
CA-2014-132542,AM-10360,Second Class,VEN04,delivered,09-03-2017 16:43,09-03-2017,3-10-17 1:06 PM,3-17-17 7:07 AM,2017-04-03
CA-2014-132612,FO-14305,Second Class,VEN01,delivered,02-05-2017 22:19,03-05-2017,5-12-17 10:22 AM,5-18-17 11:07 AM,2017-05-26
CA-2014-133158,DW-13195,Second Class,VEN03,delivered,04-04-2018 14:19,04-04-2018,4-5-18 5:03 PM,4-9-18 11:41 PM,2018-04-16
CA-2014-133753,CW-11905,Second Class,VEN02,delivered,18-04-2018 09:42,18-04-2018,4-20-18 6:52 PM,5-17-18 8:19 PM,2018-05-18
CA-2014-133809,MS-17530,Second Class,VEN04,delivered,20-02-2018 14:39,21-02-2018,2-26-18 8:37 PM,3-12-18 5:26 PM,2018-03-16
CA-2014-133963,GA-14515,Second Class,VEN01,delivered,27-08-2017 18:28,27-08-2017,8-29-17 8:27 PM,9-1-17 6:03 PM,2017-09-18
CA-2014-134572,SV-20365,Second Class,VEN03,delivered,13-07-2017 13:31,13-07-2017,7-13-17 6:25 PM,7-19-17 6:27 PM,2017-08-02
CA-2014-134726,SW-20755,Second Class,VEN04,delivered,02-05-2018 13:22,02-05-2018,5-4-18 8:32 AM,5-10-18 8:08 PM,2018-06-01
CA-2014-135608,JK-15625,Second Class,VEN04,delivered,07-01-2018 15:00,07-01-2018,1-8-18 6:52 PM,1-16-18 9:34 PM,2018-02-05
CA-2014-135657,SC-20725,Second Class,VEN03,delivered,27-08-2017 20:44,29-08-2017,8-29-17 6:26 PM,9-14-17 11:00 PM,2017-10-03
CA-2014-137092,LS-16975,Second Class,VEN01,delivered,27-04-2018 22:57,27-04-2018,4-30-18 4:08 PM,5-5-18 3:44 PM,2018-05-17
CA-2014-138940,GM-14455,Second Class,VEN03,delivered,09-09-2017 17:13,10-09-2017,9-11-17 9:46 PM,9-12-17 6:11 PM,2017-09-21
CA-2014-139192,LC-16885,Second Class,VEN04,delivered,03-02-2018 13:38,03-02-2018,2-5-18 10:17 PM,2-14-18 10:06 PM,2018-03-06
CA-2014-140732,MA-17560,Second Class,VEN01,delivered,20-02-2017 13:51,22-02-2017,3-23-17 3:43 PM,4-6-17 2:05 PM,2017-03-21
CA-2014-141173,JC-16105,Second Class,VEN04,delivered,23-01-2017 10:21,23-01-2017,1-24-17 9:53 AM,1-30-17 1:32 PM,2017-03-06
CA-2014-141299,RB-19795,Second Class,VEN02,delivered,17-04-2018 16:25,17-04-2018,4-18-18 9:05 PM,4-27-18 9:22 PM,2018-05-16
CA-2014-141838,DK-12835,Second Class,VEN01,delivered,05-12-2017 11:23,06-12-2017,12-7-17 4:28 PM,12-8-17 9:43 PM,2017-12-21
CA-2014-142727,HG-14845,Second Class,VEN05,delivered,10-08-2018 21:11,10-08-2018,8-14-18 2:14 PM,8-23-18 7:42 PM,2018-09-03
CA-2014-143168,IG-15085,Second Class,VEN03,delivered,26-03-2018 10:25,27-03-2018,3-29-18 8:58 PM,4-9-18 9:18 PM,2018-04-13
CA-2014-143336,ZD-21925,Second Class,VEN04,delivered,04-05-2018 11:19,05-05-2018,5-7-18 12:13 PM,5-18-18 3:59 PM,2018-05-30
CA-2014-143637,MS-17710,Second Class,VEN04,delivered,09-11-2017 17:37,09-11-2017,11-10-17 9:12 PM,11-16-17 10:19 PM,2017-11-30
CA-2014-143917,KL-16645,Second Class,VEN02,delivered,01-12-2017 12:43,02-12-2017,12-5-17 3:10 AM,12-15-17 3:25 PM,2017-12-28
CA-2014-144281,HK-14890,Second Class,VEN03,delivered,15-06-2017 14:39,15-06-2017,6-28-17 3:33 PM,7-11-17 4:41 PM,2017-07-20
CA-2014-144666,JP-15520,Second Class,VEN03,delivered,05-11-2017 21:59,05-11-2017,11-6-17 7:18 PM,11-9-17 2:55 PM,2017-11-24
CA-2014-145387,AM-10705,Second Class,VEN05,delivered,18-06-2018 09:30,18-06-2018,6-19-18 4:18 PM,6-22-18 6:26 PM,2018-07-17
CA-2014-145576,CA-12775,Second Class,VEN05,delivered,27-03-2017 19:32,29-03-2017,3-29-17 1:30 PM,4-10-17 10:52 AM,2017-04-27
CA-2014-146528,VF-21715,Second Class,VEN03,delivered,09-09-2017 21:01,11-09-2017,9-22-17 7:28 PM,9-25-17 12:54 PM,2017-10-02
CA-2014-146703,PO-18865,Second Class,VEN03,delivered,15-08-2018 14:40,15-08-2018,8-17-18 12:44 PM,8-20-18 7:22 PM,2018-08-21
CA-2014-149104,RD-19900,Second Class,VEN02,delivered,24-07-2017 11:52,24-07-2017,7-24-17 9:06 PM,8-7-17 4:17 PM,2017-08-04
CA-2014-150245,PC-18745,Second Class,VEN01,delivered,29-04-2018 15:13,29-04-2018,4-30-18 12:10 PM,5-7-18 6:51 PM,2018-05-24
CA-2014-150798,JK-15730,Second Class,VEN05,delivered,24-07-2018 19:44,24-07-2018,7-25-18 12:30 PM,8-1-18 6:27 PM,2018-08-13
CA-2014-151792,CV-12295,Second Class,VEN01,delivered,19-03-2018 17:54,19-03-2018,3-21-18 7:14 PM,4-3-18 11:46 PM,2018-04-20
CA-2014-152345,ST-20530,Second Class,VEN05,delivered,21-08-2018 22:30,21-08-2018,8-22-18 2:01 PM,8-29-18 2:41 PM,2018-08-30
CA-2014-152422,BD-11635,Second Class,VEN01,delivered,04-02-2017 13:00,04-02-2017,2-6-17 2:17 PM,2-8-17 2:05 PM,2017-03-01
CA-2014-153150,Dl-13600,Second Class,VEN01,delivered,09-03-2018 18:17,13-03-2018,3-13-18 10:55 PM,4-10-18 6:12 PM,2018-04-13
CA-2014-153808,FH-14275,Second Class,VEN05,delivered,04-09-2017 20:41,04-09-2017,9-5-17 7:08 PM,9-13-17 2:02 PM,2017-09-21
CA-2014-153913,KB-16585,Second Class,VEN05,delivered,07-04-2018 19:20,07-04-2018,4-10-18 11:38 PM,5-5-18 5:43 PM,2018-05-08
CA-2014-153976,BP-11290,Second Class,VEN04,delivered,14-06-2017 20:46,17-06-2017,7-7-17 2:47 PM,7-21-17 11:33 AM,2017-07-18
CA-2014-154158,CC-12670,Second Class,VEN02,delivered,11-08-2018 19:56,14-08-2018,8-21-18 7:40 PM,8-23-18 8:39 PM,2018-08-31
CA-2014-154186,RA-19285,Second Class,VEN01,delivered,17-04-2018 16:31,17-04-2018,4-19-18 6:08 PM,4-23-18 4:45 PM,2018-05-14
CA-2014-154669,TM-21010,Second Class,VEN05,delivered,11-04-2018 17:40,12-04-2018,4-12-18 7:47 PM,4-18-18 5:41 PM,2018-05-08
CA-2014-154837,RB-19645,Second Class,VEN05,delivered,24-07-2018 18:59,24-07-2018,7-26-18 2:25 PM,7-30-18 3:57 PM,2018-08-03
CA-2014-155264,RP-19270,Second Class,VEN05,delivered,20-05-2018 15:47,20-05-2018,5-22-18 6:22 AM,5-24-18 5:32 PM,2018-06-20
CA-2014-155796,TS-21430,Second Class,VEN01,delivered,28-06-2017 11:58,28-06-2017,6-30-17 12:32 PM,7-7-17 6:03 PM,2017-07-20
CA-2014-155852,AJ-10945,Second Class,VEN03,delivered,12-06-2017 20:31,13-06-2017,6-14-17 1:52 PM,6-17-17 12:03 PM,2017-06-26
CA-2014-156006,TM-21010,Second Class,VEN05,delivered,09-04-2018 13:58,09-04-2018,4-10-18 7:12 PM,5-4-18 7:42 PM,2018-05-08
CA-2014-156342,JF-15415,Second Class,VEN04,delivered,24-11-2017 01:29,24-11-2017,11-29-17 6:22 PM,12-4-17 7:16 PM,2017-12-14
CA-2014-156594,MC-17845,Second Class,VEN03,delivered,20-02-2018 18:27,22-02-2018,2-27-18 5:39 PM,3-8-18 11:40 PM,2018-03-15
CA-2014-156790,VG-21790,Second Class,VEN04,delivered,05-03-2018 19:12,06-03-2018,3-9-18 1:37 PM,4-2-18 11:41 PM,2018-04-09
CA-2014-157609,KN-16705,Second Class,VEN02,delivered,04-03-2018 22:32,06-03-2018,3-15-18 8:03 PM,3-21-18 7:58 PM,2018-04-09
CA-2014-157882,AR-10405,Second Class,VEN03,delivered,16-05-2018 09:57,16-05-2018,5-17-18 2:40 PM,5-21-18 4:11 PM,2018-06-08
CA-2014-158274,RM-19675,Second Class,VEN04,delivered,25-11-2017 16:02,25-11-2017,11-30-17 7:12 PM,12-18-17 9:33 PM,2017-12-22
CA-2014-158337,KA-16525,Second Class,VEN02,delivered,03-11-2017 17:25,03-11-2017,11-6-17 9:17 PM,11-13-17 8:47 PM,2017-11-24
CA-2014-158470,AG-10390,Second Class,VEN04,delivered,21-03-2018 08:55,23-03-2018,3-23-18 11:12 PM,4-7-18 12:42 AM,2018-04-24
CA-2014-160262,TS-21205,Second Class,VEN05,delivered,30-11-2017 23:20,02-12-2017,12-5-17 1:04 AM,12-6-17 9:48 PM,2017-12-18
CA-2014-162278,AH-10585,Second Class,VEN03,delivered,26-07-2017 10:05,26-07-2017,8-10-17 12:33 PM,9-19-17 4:15 PM,2017-08-29
CA-2014-162775,CS-12250,Second Class,VEN05,delivered,01-02-2017 17:45,02-02-2017,2-24-17 12:02 PM,3-10-17 5:12 PM,2017-03-24
CA-2014-163412,SM-20950,Second Class,VEN05,delivered,13-01-2018 12:41,13-01-2018,1-20-18 12:33 AM,2-2-18 5:28 PM,2018-02-09
CA-2014-163419,TZ-21580,Second Class,VEN04,delivered,18-04-2018 10:52,19-04-2018,4-24-18 9:51 AM,4-25-18 6:58 PM,2018-05-04
CA-2014-163559,ST-20530,Second Class,VEN02,delivered,18-08-2018 13:58,18-08-2018,8-20-18 12:20 PM,8-27-18 5:16 PM,2018-08-31
CA-2014-164210,PW-19240,Second Class,VEN05,delivered,19-09-2017 07:53,19-09-2017,9-20-17 8:22 PM,10-4-17 6:58 PM,2017-10-13
CA-2014-164224,TT-21070,Second Class,VEN01,delivered,30-11-2017 18:50,02-12-2017,12-5-17 12:28 AM,12-26-17 4:13 PM,2017-12-29
CA-2014-164385,NB-18580,Second Class,VEN04,delivered,07-04-2018 12:05,10-04-2018,4-10-18 6:03 PM,4-16-18 4:28 PM,2018-05-10
CA-2014-164469,GK-14620,Second Class,VEN01,delivered,01-04-2017 18:33,01-04-2017,4-3-17 3:07 PM,4-13-17 5:37 PM,2017-05-11
CA-2014-164721,LW-16825,Second Class,VEN02,delivered,16-05-2017 20:50,16-05-2017,5-29-17 1:09 PM,6-29-17 4:28 PM,2017-06-27
CA-2014-164742,ML-17395,Second Class,VEN02,delivered,06-12-2017 20:43,08-12-2017,12-12-17 12:23 PM,12-22-17 5:24 PM,2018-01-04
CA-2014-164861,MC-17635,Second Class,VEN02,delivered,20-02-2018 13:30,20-02-2018,2-20-18 11:49 PM,3-14-18 6:04 PM,2018-03-15
CA-2014-164910,DM-13345,Second Class,VEN05,delivered,12-07-2018 22:14,12-07-2018,7-18-18 7:50 AM,7-23-18 5:48 PM,2018-07-27
CA-2014-165477,RE-19405,Second Class,VEN05,delivered,18-06-2018 17:35,18-06-2018,6-19-18 1:59 PM,6-25-18 9:04 PM,2018-07-11
CA-2014-166191,DK-13150,Second Class,VEN01,delivered,22-08-2018 17:23,22-08-2018,8-23-18 11:30 AM,8-24-18 6:16 PM,2018-08-28
CA-2014-166457,PF-19120,Second Class,VEN05,delivered,22-07-2018 23:12,23-07-2018,7-26-18 10:48 AM,7-27-18 9:21 PM,2018-08-02
CA-2014-166716,CR-12730,Second Class,VEN03,delivered,16-02-2018 13:40,16-02-2018,2-19-18 11:12 PM,2-27-18 6:56 PM,2018-03-13
CA-2014-166884,CK-12205,Second Class,VEN01,delivered,16-05-2018 15:48,17-05-2018,5-18-18 1:09 PM,6-20-18 3:12 PM,2018-06-07
CA-2014-167164,AG-10270,Second Class,VEN05,delivered,10-08-2018 17:09,14-08-2018,8-16-18 2:16 PM,8-24-18 2:56 PM,2018-09-04
CA-2014-167360,RB-19435,Second Class,VEN01,delivered,19-07-2018 20:19,21-07-2018,7-23-18 3:31 PM,7-26-18 1:42 AM,2018-07-27
CA-2014-168368,GA-14725,Second Class,VEN05,delivered,26-03-2017 16:14,26-03-2017,3-29-17 3:22 PM,4-10-17 2:34 PM,2017-04-18
CA-2014-168494,NP-18700,Second Class,VEN01,delivered,09-03-2018 20:07,09-03-2018,3-12-18 9:21 PM,3-16-18 12:32 AM,2018-03-21
CA-2014-169061,AB-10150,Second Class,VEN04,delivered,06-08-2018 22:12,06-08-2018,8-9-18 1:17 PM,8-21-18 11:21 PM,2018-08-23
CA-2014-169460,NF-18595,Second Class,VEN02,delivered,08-01-2018 16:50,09-01-2018,1-15-18 4:44 PM,1-20-18 12:08 AM,2018-02-01
CA-2014-169642,BB-10990,Second Class,VEN02,delivered,15-03-2017 08:17,15-03-2017,3-15-17 10:34 AM,3-17-17 11:52 AM,2017-04-03
CA-2014-169775,RA-19945,Second Class,VEN04,delivered,18-10-2017 17:17,19-10-2017,10-20-17 4:35 PM,11-3-17 8:22 PM,2017-11-13
CA-2015-100685,SM-20950,Second Class,VEN04,delivered,22-06-2017 18:32,22-06-2017,6-29-17 12:38 PM,7-7-17 6:03 PM,2017-07-14
CA-2015-100818,JM-15265,Second Class,VEN05,delivered,30-07-2018 14:00,31-07-2018,7-31-18 7:02 PM,8-2-18 12:38 AM,2018-08-03
CA-2015-101007,MS-17980,Second Class,VEN03,delivered,15-04-2017 12:42,15-04-2017,4-17-17 11:35 AM,5-15-17 8:27 AM,2017-05-10
CA-2015-101091,SW-20245,Second Class,VEN05,delivered,23-05-2017 21:31,24-05-2017,5-25-17 9:53 AM,5-31-17 9:07 AM,2017-06-22
CA-2015-101126,NB-18655,Second Class,VEN03,delivered,17-04-2018 16:46,17-04-2018,4-18-18 4:58 PM,4-23-18 11:58 PM,2018-05-04
CA-2015-102316,DH-13075,Second Class,VEN03,delivered,03-03-2018 17:11,06-03-2018,3-7-18 12:32 AM,3-9-18 8:13 PM,2018-03-15
CA-2015-102848,KB-16240,Second Class,VEN05,delivered,19-02-2018 11:20,21-02-2018,2-22-18 8:22 PM,3-1-18 12:29 PM,2018-03-16
CA-2015-103072,HW-14935,Second Class,VEN01,delivered,21-12-2017 19:18,23-12-2017,12-29-17 12:07 AM,1-10-18 12:19 AM,2018-01-22
CA-2015-103205,JJ-15760,Second Class,VEN05,delivered,06-09-2017 10:54,12-09-2017,9-12-17 8:32 PM,9-26-17 6:07 PM,2017-09-29
CA-2015-103954,HR-14770,Second Class,VEN03,delivered,24-01-2018 22:03,27-01-2018,1-29-18 7:42 PM,2-9-18 6:13 PM,2018-02-19
CA-2015-104059,FC-14245,Second Class,VEN02,delivered,06-11-2017 10:57,08-11-2017,11-16-17 5:36 PM,12-4-17 10:03 PM,2017-11-27
CA-2015-104514,CB-12535,Second Class,VEN05,delivered,03-08-2018 10:13,03-08-2018,8-3-18 4:11 PM,8-7-18 4:16 PM,2018-08-15
CA-2015-105102,BM-11575,Second Class,VEN02,delivered,26-10-2017 18:44,26-10-2017,10-30-17 8:45 PM,11-14-17 4:07 PM,2017-11-23
CA-2015-105690,CA-11965,Second Class,VEN01,delivered,17-08-2018 16:02,17-08-2018,8-20-18 2:19 PM,8-23-18 3:40 PM,2018-09-06
CA-2015-105844,JF-15415,Second Class,VEN02,delivered,08-12-2017 14:09,08-12-2017,12-8-17 10:54 PM,12-18-17 9:24 PM,2018-01-03
CA-2015-106257,EB-14110,Second Class,VEN01,delivered,11-12-2017 23:18,12-12-2017,12-22-17 8:39 AM,12-26-17 6:25 PM,2018-01-04
CA-2015-107685,JM-15865,Second Class,VEN02,delivered,02-12-2017 23:58,03-12-2017,12-6-17 9:58 PM,12-19-17 9:15 PM,2018-01-03
